Episodio,Passos,Recompensa,Sucesso
416,20,8.1,1
417,22,7.9,1
418,24,7.7,1
419,20,8.1,1
420,18,8.3,1
421,20,8.1,1
422,18,8.3,1
423,18,8.3,1
424,20,8.1,1
425,24,7.7,1
426,20,8.1,1
427,20,8.1,1
428,22,7.9,1
429,19,8.2,1
430,22,7.9,1
431,22,7.9,1
432,18,8.3,1
433,20,8.1,1
434,20,8.1,1
435,18,8.3,1
436,18,8.3,1
437,20,8.1,1
438,20,8.1,1
439,20,8.1,1
440,20,8.1,1
441,21,8.0,1
442,25,7.6,1
443,21,8.0,1
444,18,8.3,1
445,18,8.3,1
446,25,7.6,1
447,20,8.1,1
448,21,8.0,1
449,25,7.6,1
450,24,7.7,1
451,20,8.1,1
452,18,8.3,1
453,18,8.3,1
454,25,7.6,1
455,20,8.1,1
456,18,8.3,1
457,20,8.1,1
458,22,7.9,1
459,19,8.2,1
460,21,8.0,1
461,18,8.3,1
462,20,8.1,1
463,22,7.9,1
464,18,8.3,1
465,20,8.1,1
466,20,8.1,1
467,18,8.3,1
468,20,8.1,1
469,22,7.9,1
470,18,8.3,1
471,18,8.3,1
472,22,7.9,1
473,20,8.1,1
474,20,8.1,1
475,18,8.3,1
476,20,8.1,1
477,20,8.1,1
478,18,8.3,1
479,20,8.1,1
480,18,8.3,1
481,19,8.2,1
482,18,8.3,1
483,18,8.3,1
484,20,8.1,1
485,22,7.9,1
486,22,7.9,1
487,22,7.9,1
488,22,7.9,1
489,20,8.1,1
490,20,8.1,1
491,20,8.1,1
492,24,7.7,1
493,24,7.7,1
494,21,8.0,1
495,21,8.0,1
496,18,8.3,1
497,20,8.1,1
498,22,7.9,1
499,23,7.8,1
500,24,7.7,1
501,18,8.3,1
502,18,8.3,1
503,20,8.1,1
504,18,8.3,1
505,18,8.3,1
506,20,8.1,1
507,23,7.8,1
508,22,7.9,1
509,22,7.9,1
510,18,8.3,1
511,20,8.1,1
512,20,8.1,1
513,22,7.9,1
514,20,8.1,1
515,20,8.1,1
516,18,8.3,1
517,18,8.3,1
518,20,8.1,1
519,21,8.0,1
520,18,8.3,1
521,18,8.3,1
522,21,8.0,1
523,24,7.7,1
524,22,7.9,1
525,20,8.1,1
526,18,8.3,1
527,20,8.1,1
528,24,7.7,1
529,20,8.1,1
530,19,8.2,1
531,22,7.9,1
532,24,7.7,1
533,20,8.1,1
534,18,8.3,1
535,22,7.9,1
536,20,8.1,1
537,22,7.9,1
538,18,8.3,1
539,22,7.9,1
540,18,8.3,1
541,18,8.3,1
542,18,8.3,1
543,23,7.8,1
544,22,7.9,1
545,19,8.2,1
546,18,8.3,1
547,22,7.9,1
548,20,8.1,1
549,18,8.3,1
550,20,8.1,1
551,18,8.3,1
552,22,7.9,1
553,22,7.9,1
554,22,7.9,1
555,18,8.3,1
556,24,7.7,1
557,22,7.9,1
558,24,7.7,1
559,22,7.9,1
560,21,8.0,1
561,20,8.1,1
562,18,8.3,1
563,18,8.3,1
564,20,8.1,1
565,18,8.3,1
566,18,8.3,1
567,18,8.3,1
568,18,8.3,1
569,24,7.7,1
570,22,7.9,1
571,22,7.9,1
572,20,8.1,1
573,18,8.3,1
574,18,8.3,1
575,18,8.3,1
576,18,8.3,1
577,22,7.9,1
578,20,8.1,1
579,21,8.0,1
580,19,8.2,1
581,23,7.8,1
582,19,8.2,1
583,20,8.1,1
584,20,8.1,1
585,22,7.9,1
586,18,8.3,1
587,22,7.9,1
588,18,8.3,1
589,20,8.1,1
590,22,7.9,1
591,20,8.1,1
592,18,8.3,1
593,18,8.3,1
594,18,8.3,1
595,18,8.3,1
596,22,7.9,1
597,26,7.5,1
598,18,8.3,1
599,18,8.3,1
600,20,8.1,1
601,20,8.1,1
602,24,7.7,1
603,20,8.1,1
604,20,8.1,1
605,20,8.1,1
606,24,7.7,1
607,18,8.3,1
608,20,8.1,1
609,20,8.1,1
610,24,7.7,1
611,20,8.1,1
612,20,8.1,1
613,22,7.9,1
614,18,8.3,1
615,18,8.3,1
616,22,7.9,1
617,22,7.9,1
618,18,8.3,1
619,22,7.9,1
620,18,8.3,1
621,20,8.1,1
622,21,8.0,1
623,19,8.2,1
624,24,7.7,1
625,18,8.3,1
626,18,8.3,1
627,20,8.1,1
628,18,8.3,1
629,18,8.3,1
630,20,8.1,1
631,18,8.3,1
632,18,8.3,1
633,20,8.1,1
634,19,8.2,1
635,22,7.9,1
636,19,8.2,1
637,20,8.1,1
638,18,8.3,1
639,18,8.3,1
640,18,8.3,1
641,22,7.9,1
642,20,8.1,1
643,22,7.9,1
644,29,7.2,1
645,22,7.9,1
646,22,7.9,1
647,24,7.7,1
648,22,7.9,1
649,18,8.3,1
650,20,8.1,1
651,18,8.3,1
652,20,8.1,1
653,20,8.1,1
654,18,8.3,1
655,22,7.9,1
656,18,8.3,1
657,20,8.1,1
658,20,8.1,1
659,19,8.2,1
660,20,8.1,1
661,20,8.1,1
662,18,8.3,1
663,22,7.9,1
664,20,8.1,1
665,25,7.6,1
666,20,8.1,1
667,18,8.3,1
668,18,8.3,1
669,21,8.0,1
670,18,8.3,1
671,18,8.3,1
672,20,8.1,1
673,18,8.3,1
674,22,7.9,1
675,20,8.1,1
676,21,8.0,1
677,20,8.1,1
678,24,7.7,1
679,20,8.1,1
680,19,8.2,1
681,22,7.9,1
682,18,8.3,1
683,20,8.1,1
684,18,8.3,1
685,18,8.3,1
686,20,8.1,1
687,18,8.3,1
688,21,8.0,1
689,22,7.9,1
690,19,8.2,1
691,20,8.1,1
692,18,8.3,1
693,20,8.1,1
694,22,7.9,1
695,20,8.1,1
696,24,7.7,1
697,18,8.3,1
698,18,8.3,1
699,20,8.1,1
700,18,8.3,1
701,18,8.3,1
702,18,8.3,1
703,20,8.1,1
704,18,8.3,1
705,18,8.3,1
706,20,8.1,1
707,20,8.1,1
708,24,7.7,1
709,18,8.3,1
710,22,7.9,1
711,20,8.1,1
712,18,8.3,1
713,18,8.3,1
714,20,8.1,1
715,20,8.1,1
716,18,8.3,1
717,18,8.3,1
718,18,8.3,1
719,18,8.3,1
720,19,8.2,1
721,18,8.3,1
722,20,8.1,1
723,18,8.3,1
724,20,8.1,1
725,18,8.3,1
726,18,8.3,1
727,18,8.3,1
728,18,8.3,1
729,18,8.3,1
730,18,8.3,1
731,20,8.1,1
732,18,8.3,1
733,18,8.3,1
734,20,8.1,1
735,18,8.3,1
736,20,8.1,1
737,18,8.3,1
738,22,7.9,1
739,22,7.9,1
740,18,8.3,1
741,18,8.3,1
742,18,8.3,1
743,20,8.1,1
744,18,8.3,1
745,19,8.2,1
746,18,8.3,1
747,18,8.3,1
748,20,8.1,1
749,20,8.1,1
750,26,7.5,1
751,20,8.1,1
752,18,8.3,1
753,22,7.9,1
754,18,8.3,1
755,20,8.1,1
756,20,8.1,1
757,20,8.1,1
758,23,7.8,1
759,18,8.3,1
760,20,8.1,1
761,18,8.3,1
762,22,7.9,1
763,21,8.0,1
764,22,7.9,1
765,20,8.1,1
766,18,8.3,1
767,18,8.3,1
768,18,8.3,1
769,18,8.3,1
770,19,8.2,1
771,18,8.3,1
772,18,8.3,1
773,20,8.1,1
774,20,8.1,1
775,20,8.1,1
776,18,8.3,1
777,22,7.9,1
778,18,8.3,1
779,22,7.9,1
780,22,7.9,1
781,23,7.8,1
782,23,7.8,1
783,18,8.3,1
784,22,7.9,1
785,18,8.3,1
786,20,8.1,1
787,20,8.1,1
788,20,8.1,1
789,26,7.5,1
790,18,8.3,1
791,20,8.1,1
792,22,7.9,1
793,18,8.3,1
794,18,8.3,1
795,18,8.3,1
796,20,8.1,1
797,18,8.3,1
798,22,7.9,1
799,18,8.3,1
800,18,8.3,1
801,23,7.8,1
802,21,8.0,1
803,21,8.0,1
804,21,8.0,1
805,18,8.3,1
806,20,8.1,1
807,18,8.3,1
808,18,8.3,1
809,24,7.7,1
810,22,7.9,1
811,20,8.1,1
812,18,8.3,1
813,23,7.8,1
814,21,8.0,1
815,23,7.8,1
816,20,8.1,1
817,18,8.3,1
818,23,7.8,1
819,24,7.7,1
820,24,7.7,1
821,19,8.2,1
822,18,8.3,1
823,20,8.1,1
824,18,8.3,1
825,20,8.1,1
826,20,8.1,1
827,20,8.1,1
828,18,8.3,1
829,20,8.1,1
830,22,7.9,1
831,20,8.1,1
832,18,8.3,1
833,20,8.1,1
834,19,8.2,1
835,24,7.7,1
836,20,8.1,1
837,25,7.6,1
838,18,8.3,1
839,20,8.1,1
840,22,7.9,1
841,22,7.9,1
842,18,8.3,1
843,19,8.2,1
844,18,8.3,1
845,22,7.9,1
846,20,8.1,1
847,20,8.1,1
848,18,8.3,1
849,18,8.3,1
850,18,8.3,1
851,18,8.3,1
852,20,8.1,1
853,18,8.3,1
854,18,8.3,1
855,19,8.2,1
856,20,8.1,1
857,20,8.1,1
858,26,7.5,1
859,21,8.0,1
860,18,8.3,1
861,21,8.0,1
862,24,7.7,1
863,22,7.9,1
864,18,8.3,1
865,22,7.9,1
866,22,7.9,1
867,18,8.3,1
868,18,8.3,1
869,20,8.1,1
870,18,8.3,1
871,24,7.7,1
872,18,8.3,1
873,21,8.0,1
874,18,8.3,1
875,20,8.1,1
876,20,8.1,1
877,22,7.9,1
878,20,8.1,1
879,22,7.9,1
880,18,8.3,1
881,18,8.3,1
882,18,8.3,1
883,20,8.1,1
884,18,8.3,1
885,26,7.5,1
886,19,8.2,1
887,18,8.3,1
888,21,8.0,1
889,19,8.2,1
890,19,8.2,1
891,18,8.3,1
892,21,8.0,1
893,18,8.3,1
894,18,8.3,1
895,22,7.9,1
896,24,7.7,1
897,20,8.1,1
898,20,8.1,1
899,21,8.0,1
900,18,8.3,1
901,18,8.3,1
902,18,8.3,1
903,18,8.3,1
904,21,8.0,1
905,18,8.3,1
906,20,8.1,1
907,18,8.3,1
908,22,7.9,1
909,22,7.9,1
910,18,8.3,1
911,22,7.9,1
912,18,8.3,1
913,18,8.3,1
914,20,8.1,1
915,18,8.3,1
916,20,8.1,1
917,20,8.1,1
918,20,8.1,1
919,18,8.3,1
920,23,7.8,1
921,18,8.3,1
922,19,8.2,1
923,22,7.9,1
924,28,7.3,1
925,20,8.1,1
926,18,8.3,1
927,20,8.1,1
928,20,8.1,1
929,19,8.2,1
930,20,8.1,1
931,18,8.3,1
932,20,8.1,1
933,20,8.1,1
934,22,7.9,1
935,20,8.1,1
936,18,8.3,1
937,22,7.9,1
938,18,8.3,1
939,24,7.7,1
940,20,8.1,1
941,18,8.3,1
942,18,8.3,1
943,18,8.3,1
944,20,8.1,1
945,18,8.3,1
946,18,8.3,1
947,20,8.1,1
948,20,8.1,1
949,22,7.9,1
950,18,8.3,1
951,18,8.3,1
952,18,8.3,1
953,20,8.1,1
954,20,8.1,1
955,23,7.8,1
956,20,8.1,1
957,18,8.3,1
958,25,7.6,1
959,22,7.9,1
960,19,8.2,1
961,21,8.0,1
962,18,8.3,1
963,22,7.9,1
964,18,8.3,1
965,18,8.3,1
966,21,8.0,1
967,20,8.1,1
968,18,8.3,1
969,26,7.5,1
970,18,8.3,1
971,24,7.7,1
972,18,8.3,1
973,18,8.3,1
974,22,7.9,1
975,20,8.1,1
976,18,8.3,1
977,18,8.3,1
978,18,8.3,1
979,18,8.3,1
980,23,7.8,1
981,18,8.3,1
982,18,8.3,1
983,28,7.3,1
984,20,8.1,1
985,22,7.9,1
986,25,7.6,1
987,20,8.1,1
988,22,7.9,1
989,21,8.0,1
990,20,8.1,1
991,21,8.0,1
992,18,8.3,1
993,20,8.1,1
994,20,8.1,1
995,24,7.7,1
996,20,8.1,1
997,18,8.3,1
998,18,8.3,1
999,20,8.1,1
1000,18,8.3,1
1001,20,8.1,1
1002,22,7.9,1
1003,20,8.1,1
1004,20,8.1,1
1005,21,8.0,1
1006,24,7.7,1
1007,19,8.2,1
1008,18,8.3,1
1009,22,7.9,1
1010,18,8.3,1
1011,20,8.1,1
1012,22,7.9,1
1013,20,8.1,1
1014,22,7.9,1
1015,19,8.2,1
1016,18,8.3,1
1017,20,8.1,1
1018,18,8.3,1
1019,18,8.3,1
1020,18,8.3,1
1021,18,8.3,1
1022,20,8.1,1
1023,24,7.7,1
1024,20,8.1,1
1025,18,8.3,1
1026,18,8.3,1
1027,20,8.1,1
1028,20,8.1,1
1029,18,8.3,1
1030,19,8.2,1
1031,20,8.1,1
1032,22,7.9,1
1033,20,8.1,1
1034,23,7.8,1
1035,18,8.3,1
1036,18,8.3,1
1037,19,8.2,1
1038,21,8.0,1
1039,22,7.9,1
1040,21,8.0,1
1041,20,8.1,1
1042,20,8.1,1
1043,20,8.1,1
1044,20,8.1,1
1045,23,7.8,1
1046,23,7.8,1
1047,18,8.3,1
1048,19,8.2,1
1049,20,8.1,1
1050,26,7.5,1
1051,22,7.9,1
1052,20,8.1,1
1053,18,8.3,1
1054,20,8.1,1
1055,24,7.7,1
1056,20,8.1,1
1057,24,7.7,1
1058,22,7.9,1
1059,20,8.1,1
1060,22,7.9,1
1061,22,7.9,1
1062,19,8.2,1
1063,23,7.8,1
1064,18,8.3,1
1065,20,8.1,1
1066,18,8.3,1
1067,20,8.1,1
1068,18,8.3,1
1069,19,8.2,1
1070,18,8.3,1
1071,22,7.9,1
1072,22,7.9,1
1073,20,8.1,1
1074,21,8.0,1
1075,20,8.1,1
1076,20,8.1,1
1077,20,8.1,1
1078,22,7.9,1
1079,22,7.9,1
1080,20,8.1,1
1081,18,8.3,1
1082,22,7.9,1
1083,20,8.1,1
1084,22,7.9,1
1085,18,8.3,1
1086,21,8.0,1
1087,20,8.1,1
1088,21,8.0,1
1089,18,8.3,1
1090,20,8.1,1
1091,22,7.9,1
1092,18,8.3,1
1093,23,7.8,1
1094,18,8.3,1
1095,22,7.9,1
1096,21,8.0,1
1097,22,7.9,1
1098,22,7.9,1
1099,22,7.9,1
1100,18,8.3,1
1101,19,8.2,1
1102,22,7.9,1
1103,18,8.3,1
1104,20,8.1,1
1105,18,8.3,1
1106,20,8.1,1
1107,19,8.2,1
1108,21,8.0,1
1109,18,8.3,1
1110,18,8.3,1
1111,18,8.3,1
1112,18,8.3,1
1113,22,7.9,1
1114,20,8.1,1
1115,18,8.3,1
1116,18,8.3,1
1117,21,8.0,1
1118,20,8.1,1
1119,20,8.1,1
1120,18,8.3,1
1121,22,7.9,1
1122,18,8.3,1
1123,21,8.0,1
1124,20,8.1,1
1125,20,8.1,1
1126,20,8.1,1
1127,19,8.2,1
1128,20,8.1,1
1129,19,8.2,1
1130,24,7.7,1
1131,18,8.3,1
1132,18,8.3,1
1133,18,8.3,1
1134,18,8.3,1
1135,24,7.7,1
1136,19,8.2,1
1137,22,7.9,1
1138,18,8.3,1
1139,24,7.7,1
1140,20,8.1,1
1141,18,8.3,1
1142,18,8.3,1
1143,24,7.7,1
1144,22,7.9,1
1145,22,7.9,1
1146,22,7.9,1
1147,18,8.3,1
1148,19,8.2,1
1149,20,8.1,1
1150,18,8.3,1
1151,20,8.1,1
1152,20,8.1,1
1153,20,8.1,1
1154,18,8.3,1
1155,26,7.5,1
1156,22,7.9,1
1157,20,8.1,1
1158,20,8.1,1
1159,21,8.0,1
1160,22,7.9,1
1161,18,8.3,1
1162,20,8.1,1
1163,18,8.3,1
1164,18,8.3,1
1165,20,8.1,1
1166,20,8.1,1
1167,26,7.5,1
1168,21,8.0,1
1169,23,7.8,1
1170,22,7.9,1
1171,18,8.3,1
1172,20,8.1,1
1173,21,8.0,1
1174,21,8.0,1
1175,20,8.1,1
1176,20,8.1,1
1177,18,8.3,1
1178,25,7.6,1
1179,22,7.9,1
1180,20,8.1,1
1181,18,8.3,1
1182,22,7.9,1
1183,21,8.0,1
1184,18,8.3,1
1185,20,8.1,1
1186,20,8.1,1
1187,20,8.1,1
1188,20,8.1,1
1189,20,8.1,1
1190,20,8.1,1
1191,18,8.3,1
1192,18,8.3,1
1193,19,8.2,1
1194,19,8.2,1
1195,18,8.3,1
1196,21,8.0,1
1197,21,8.0,1
1198,18,8.3,1
1199,18,8.3,1
1200,19,8.2,1
1201,23,7.8,1
1202,19,8.2,1
1203,25,7.6,1
1204,18,8.3,1
1205,20,8.1,1
1206,20,8.1,1
1207,22,7.9,1
1208,22,7.9,1
1209,18,8.3,1
1210,18,8.3,1
1211,18,8.3,1
1212,22,7.9,1
1213,22,7.9,1
1214,18,8.3,1
1215,20,8.1,1
1216,18,8.3,1
1217,20,8.1,1
1218,22,7.9,1
1219,18,8.3,1
1220,22,7.9,1
1221,21,8.0,1
1222,19,8.2,1
1223,20,8.1,1
1224,28,7.3,1
1225,20,8.1,1
